country,date,confirmed,deaths,recovered
Cambodia,2020-02-14,1,0,1
Cambodia,2020-02-15,1,0,1
Cambodia,2020-02-16,1,0,1
Cambodia,2020-02-17,1,0,1
Cambodia,2020-02-18,1,0,1
Cambodia,2020-02-19,1,0,1
Cambodia,2020-02-20,1,0,1
Cambodia,2020-02-21,1,0,1
Cambodia,2020-02-22,1,0,1
Cambodia,2020-02-23,1,0,1
Cambodia,2020-02-24,1,0,1
Cambodia,2020-02-25,1,0,1
Cambodia,2020-02-26,1,0,1
Cambodia,2020-02-27,1,0,1
Cambodia,2020-02-28,1,0,1
Cambodia,2020-02-29,1,0,1
Cambodia,2020-03-01,1,0,1
Cambodia,2020-03-02,1,0,1
Cambodia,2020-03-03,1,0,1
Cambodia,2020-03-04,1,0,1
Cambodia,2020-03-05,1,0,1
Cambodia,2020-03-06,1,0,1
Cambodia,2020-03-07,1,0,1
Cambodia,2020-03-08,2,0,1
Cambodia,2020-03-09,2,0,1
Cambodia,2020-03-10,2,0,1
Cambodia,2020-03-11,3,0,1
Cambodia,2020-03-12,3,0,1
Cambodia,2020-03-13,5,0,1
Cambodia,2020-03-14,7,0,1
Cambodia,2020-03-15,7,0,1
Cambodia,2020-03-16,7,0,1
Cambodia,2020-03-17,33,0,1
Cambodia,2020-03-18,35,0,1
Cambodia,2020-03-19,37,0,1
Cambodia,2020-03-20,51,0,1
Cambodia,2020-03-21,53,0,1
Cambodia,2020-03-22,84,0,1
Cambodia,2020-03-23,87,0,1
Cambodia,2020-03-24,91,0,4
Cambodia,2020-03-25,96,0,10
Cambodia,2020-03-26,96,0,10
Cambodia,2020-03-27,99,0,11
Cambodia,2020-03-28,99,0,13
Cameroon,2020-01-22,0,0,0
Cameroon,2020-01-23,0,0,0
Cameroon,2020-01-24,0,0,0
Cameroon,2020-01-25,0,0,0
Cameroon,2020-01-26,0,0,0
Cameroon,2020-01-27,0,0,0
Cameroon,2020-01-28,0,0,0
Cameroon,2020-01-29,0,0,0
Cameroon,2020-01-30,0,0,0
Cameroon,2020-01-31,0,0,0
Cameroon,2020-02-01,0,0,0
Cameroon,2020-02-02,0,0,0
Cameroon,2020-02-03,0,0,0
Cameroon,2020-02-04,0,0,0
Cameroon,2020-02-05,0,0,0
Cameroon,2020-02-06,0,0,0
Cameroon,2020-02-07,0,0,0
Cameroon,2020-02-08,0,0,0
Cameroon,2020-02-09,0,0,0
Cameroon,2020-02-10,0,0,0
Cameroon,2020-02-11,0,0,0
Cameroon,2020-02-12,0,0,0
Cameroon,2020-02-13,0,0,0
Cameroon,2020-02-14,0,0,0
Cameroon,2020-02-15,0,0,0
Cameroon,2020-02-16,0,0,0
Cameroon,2020-02-17,0,0,0
Cameroon,2020-02-18,0,0,0
Cameroon,2020-02-19,0,0,0
Cameroon,2020-02-20,0,0,0
Cameroon,2020-02-21,0,0,0
Cameroon,2020-02-22,0,0,0
Cameroon,2020-02-23,0,0,0
Cameroon,2020-02-24,0,0,0
Cameroon,2020-02-25,0,0,0
Cameroon,2020-02-26,0,0,0
Cameroon,2020-02-27,0,0,0
Cameroon,2020-02-28,0,0,0
Cameroon,2020-02-29,0,0,0
Cameroon,2020-03-01,0,0,0
Cameroon,2020-03-02,0,0,0
Cameroon,2020-03-03,0,0,0
Cameroon,2020-03-04,0,0,0
Cameroon,2020-03-05,0,0,0
Cameroon,2020-03-06,1,0,0
Cameroon,2020-03-07,1,0,0
Cameroon,2020-03-08,2,0,0
Cameroon,2020-03-09,2,0,0
Cameroon,2020-03-10,2,0,0
Cameroon,2020-03-11,2,0,0
Cameroon,2020-03-12,2,0,0
Cameroon,2020-03-13,2,0,0
Cameroon,2020-03-14,2,0,0
Cameroon,2020-03-15,2,0,0
Cameroon,2020-03-16,4,0,0
Cameroon,2020-03-17,10,0,0
Cameroon,2020-03-18,10,0,0
Cameroon,2020-03-19,13,0,0
Cameroon,2020-03-20,20,0,0
Cameroon,2020-03-21,27,0,0
Cameroon,2020-03-22,40,0,0
Cameroon,2020-03-23,56,0,0
Cameroon,2020-03-24,66,0,0
Cameroon,2020-03-25,75,1,2
Cameroon,2020-03-26,75,1,2
Cameroon,2020-03-27,91,2,2
Cameroon,2020-03-28,91,2,2
Canada,2020-01-22,0,0,0
Canada,2020-01-23,0,0,0
Canada,2020-01-24,0,0,0
Canada,2020-01-25,0,0,0
Canada,2020-01-26,1,0,0
Canada,2020-01-27,1,0,0
Canada,2020-01-28,2,0,0
Canada,2020-01-29,2,0,0
Canada,2020-01-30,2,0,0
Canada,2020-01-31,4,0,0
Canada,2020-02-01,4,0,0
Canada,2020-02-02,4,0,0
Canada,2020-02-03,4,0,0
Canada,2020-02-04,4,0,0
Canada,2020-02-05,5,0,0
Canada,2020-02-06,5,0,0
Canada,2020-02-07,7,0,0
Canada,2020-02-08,7,0,0
Canada,2020-02-09,7,0,0
Canada,2020-02-10,7,0,0
Canada,2020-02-11,7,0,0
Canada,2020-02-12,7,0,1
Canada,2020-02-13,7,0,1
Canada,2020-02-14,7,0,1
Canada,2020-02-15,7,0,1
Canada,2020-02-16,7,0,1
Canada,2020-02-17,8,0,1
Canada,2020-02-18,8,0,1
Canada,2020-02-19,8,0,1
Canada,2020-02-20,8,0,1
Canada,2020-02-21,9,0,3
Canada,2020-02-22,9,0,3
Canada,2020-02-23,9,0,3
Canada,2020-02-24,10,0,3
Canada,2020-02-25,11,0,3
Canada,2020-02-26,11,0,3
Canada,2020-02-27,13,0,6
Canada,2020-02-28,14,0,6
Canada,2020-02-29,20,0,6
Canada,2020-03-01,24,0,6
Canada,2020-03-02,27,0,6
Canada,2020-03-03,30,0,6
Canada,2020-03-04,33,0,6
Canada,2020-03-05,37,0,6
Canada,2020-03-06,49,0,6
Canada,2020-03-07,54,0,8
Canada,2020-03-08,64,0,8
Canada,2020-03-09,77,1,8
Canada,2020-03-10,79,1,8
Canada,2020-03-11,108,1,8
Canada,2020-03-12,117,1,8
Canada,2020-03-13,193,1,8
Canada,2020-03-14,198,1,8
Canada,2020-03-15,252,1,8
Canada,2020-03-16,415,4,9
Canada,2020-03-17,478,5,9
Canada,2020-03-18,657,8,9
Canada,2020-03-19,800,9,9
Canada,2020-03-20,943,12,9
Canada,2020-03-21,1277,19,10
Canada,2020-03-22,1469,21,10
Canada,2020-03-23,2088,25,10
Canada,2020-03-24,2790,26,110
Canada,2020-03-25,3251,30,183
Canada,2020-03-26,4042,38,184
Canada,2020-03-27,4682,54,256
Canada,2020-03-28,5576,61,466
Central African Republic,2020-01-22,0,0,0
Central African Republic,2020-01-23,0,0,0
Central African Republic,2020-01-24,0,0,0
Central African Republic,2020-01-25,0,0,0
Central African Republic,2020-01-26,0,0,0
Central African Republic,2020-01-27,0,0,0
Central African Republic,2020-01-28,0,0,0
Central African Republic,2020-01-29,0,0,0
Central African Republic,2020-01-30,0,0,0
Central African Republic,2020-01-31,0,0,0
Central African Republic,2020-02-01,0,0,0
Central African Republic,2020-02-02,0,0,0
Central African Republic,2020-02-03,0,0,0
Central African Republic,2020-02-04,0,0,0
Central African Republic,2020-02-05,0,0,0
Central African Republic,2020-02-06,0,0,0
Central African Republic,2020-02-07,0,0,0
Central African Republic,2020-02-08,0,0,0
Central African Republic,2020-02-09,0,0,0
Central African Republic,2020-02-10,0,0,0
Central African Republic,2020-02-11,0,0,0
Central African Republic,2020-02-12,0,0,0
Central African Republic,2020-02-13,0,0,0
Central African Republic,2020-02-14,0,0,0
Central African Republic,2020-02-15,0,0,0
Central African Republic,2020-02-16,0,0,0
Central African Republic,2020-02-17,0,0,0
Central African Republic,2020-02-18,0,0,0
Central African Republic,2020-02-19,0,0,0
Central African Republic,2020-02-20,0,0,0
Central African Republic,2020-02-21,0,0,0
Central African Republic,2020-02-22,0,0,0
Central African Republic,2020-02-23,0,0,0
Central African Republic,2020-02-24,0,0,0
Central African Republic,2020-02-25,0,0,0
Central African Republic,2020-02-26,0,0,0
Central African Republic,2020-02-27,0,0,0
Central African Republic,2020-02-28,0,0,0
Central African Republic,2020-02-29,0,0,0
Central African Republic,2020-03-01,0,0,0
Central African Republic,2020-03-02,0,0,0
Central African Republic,2020-03-03,0,0,0
Central African Republic,2020-03-04,0,0,0
Central African Republic,2020-03-05,0,0,0
Central African Republic,2020-03-06,0,0,0
Central African Republic,2020-03-07,0,0,0
Central African Republic,2020-03-08,0,0,0
Central African Republic,2020-03-09,0,0,0
Central African Republic,2020-03-10,0,0,0
Central African Republic,2020-03-11,0,0,0
Central African Republic,2020-03-12,0,0,0
Central African Republic,2020-03-13,0,0,0
Central African Republic,2020-03-14,0,0,0
Central African Republic,2020-03-15,1,0,0
Central African Republic,2020-03-16,1,0,0
Central African Republic,2020-03-17,1,0,0
Central African Republic,2020-03-18,1,0,0
Central African Republic,2020-03-19,1,0,0
Central African Republic,2020-03-20,3,0,0
Central African Republic,2020-03-21,3,0,0
Central African Republic,2020-03-22,3,0,0
Central African Republic,2020-03-23,3,0,0
Central African Republic,2020-03-24,3,0,0
Central African Republic,2020-03-25,3,0,0
Central African Republic,2020-03-26,3,0,0
Central African Republic,2020-03-27,3,0,0
Central African Republic,2020-03-28,3,0,0
Chad,2020-01-22,0,0,0
Chad,2020-01-23,0,0,0
Chad,2020-01-24,0,0,0
Chad,2020-01-25,0,0,0
Chad,2020-01-26,0,0,0
Chad,2020-01-27,0,0,0
Chad,2020-01-28,0,0,0
Chad,2020-01-29,0,0,0
Chad,2020-01-30,0,0,0
Chad,2020-01-31,0,0,0
Chad,2020-02-01,0,0,0
Chad,2020-02-02,0,0,0
Chad,2020-02-03,0,0,0
Chad,2020-02-04,0,0,0
Chad,2020-02-05,0,0,0
Chad,2020-02-06,0,0,0
Chad,2020-02-07,0,0,0
Chad,2020-02-08,0,0,0
Chad,2020-02-09,0,0,0
Chad,2020-02-10,0,0,0
Chad,2020-02-11,0,0,0
Chad,2020-02-12,0,0,0
Chad,2020-02-13,0,0,0
Chad,2020-02-14,0,0,0
Chad,2020-02-15,0,0,0
Chad,2020-02-16,0,0,0
Chad,2020-02-17,0,0,0
Chad,2020-02-18,0,0,0
Chad,2020-02-19,0,0,0
Chad,2020-02-20,0,0,0
Chad,2020-02-21,0,0,0
Chad,2020-02-22,0,0,0
Chad,2020-02-23,0,0,0
Chad,2020-02-24,0,0,0
Chad,2020-02-25,0,0,0
Chad,2020-02-26,0,0,0
Chad,2020-02-27,0,0,0
Chad,2020-02-28,0,0,0
Chad,2020-02-29,0,0,0
Chad,2020-03-01,0,0,0
Chad,2020-03-02,0,0,0
Chad,2020-03-03,0,0,0
Chad,2020-03-04,0,0,0
Chad,2020-03-05,0,0,0
Chad,2020-03-06,0,0,0
Chad,2020-03-07,0,0,0
Chad,2020-03-08,0,0,0
Chad,2020-03-09,0,0,0
Chad,2020-03-10,0,0,0
Chad,2020-03-11,0,0,0
Chad,2020-03-12,0,0,0
Chad,2020-03-13,0,0,0
Chad,2020-03-14,0,0,0
Chad,2020-03-15,0,0,0
Chad,2020-03-16,0,0,0
Chad,2020-03-17,0,0,0
Chad,2020-03-18,0,0,0
Chad,2020-03-19,1,0,0
Chad,2020-03-20,1,0,0
Chad,2020-03-21,1,0,0
Chad,2020-03-22,1,0,0
Chad,2020-03-23,1,0,0
Chad,2020-03-24,3,0,0
Chad,2020-03-25,3,0,0
Chad,2020-03-26,3,0,0
Chad,2020-03-27,3,0,0
Chad,2020-03-28,3,0,0
Chile,2020-01-22,0,0,0
Chile,2020-01-23,0,0,0
Chile,2020-01-24,0,0,0
Chile,2020-01-25,0,0,0
Chile,2020-01-26,0,0,0
Chile,2020-01-27,0,0,0
Chile,2020-01-28,0,0,0
Chile,2020-01-29,0,0,0
Chile,2020-01-30,0,0,0
Chile,2020-01-31,0,0,0
Chile,2020-02-01,0,0,0
Chile,2020-02-02,0,0,0
Chile,2020-02-03,0,0,0
Chile,2020-02-04,0,0,0
Chile,2020-02-05,0,0,0
Chile,2020-02-06,0,0,0
Chile,2020-02-07,0,0,0
Chile,2020-02-08,0,0,0
Chile,2020-02-09,0,0,0
Chile,2020-02-10,0,0,0
Chile,2020-02-11,0,0,0
Chile,2020-02-12,0,0,0
Chile,2020-02-13,0,0,0
Chile,2020-02-14,0,0,0
Chile,2020-02-15,0,0,0
Chile,2020-02-16,0,0,0
Chile,2020-02-17,0,0,0
Chile,2020-02-18,0,0,0
Chile,2020-02-19,0,0,0
Chile,2020-02-20,0,0,0
Chile,2020-02-21,0,0,0
Chile,2020-02-22,0,0,0
Chile,2020-02-23,0,0,0
Chile,2020-02-24,0,0,0
Chile,2020-02-25,0,0,0
Chile,2020-02-26,0,0,0
Chile,2020-02-27,0,0,0
Chile,2020-02-28,0,0,0
Chile,2020-02-29,0,0,0
Chile,2020-03-01,0,0,0
Chile,2020-03-02,0,0,0
Chile,2020-03-03,1,0,0
Chile,2020-03-04,1,0,0
Chile,2020-03-05,4,0,0
Chile,2020-03-06,4,0,0
Chile,2020-03-07,4,0,0
Chile,2020-03-08,8,0,0
Chile,2020-03-09,8,0,0
Chile,2020-03-10,13,0,0
Chile,2020-03-11,23,0,0
Chile,2020-03-12,23,0,0
Chile,2020-03-13,43,0,0
Chile,2020-03-14,61,0,0
Chile,2020-03-15,74,0,0
Chile,2020-03-16,155,0,0
Chile,2020-03-17,201,0,0
Chile,2020-03-18,238,0,0
Chile,2020-03-19,238,0,0
Chile,2020-03-20,434,0,6
Chile,2020-03-21,537,0,6
Chile,2020-03-22,632,1,8
Chile,2020-03-23,746,2,8
Chile,2020-03-24,922,2,17
Chile,2020-03-25,1142,3,22
Chile,2020-03-26,1306,4,22
Chile,2020-03-27,1610,5,43
Chile,2020-03-28,1909,6,61
China,2020-01-22,548,17,28
China,2020-01-23,643,18,30
China,2020-01-24,920,26,36
China,2020-01-25,1406,42,39
China,2020-01-26,2075,56,49
China,2020-01-27,2877,82,58
China,2020-01-28,5509,131,101
China,2020-01-29,6087,133,120
China,2020-01-30,8141,171,135
China,2020-01-31,9802,213,214
China,2020-02-01,11891,259,275
China,2020-02-02,16630,361,463
China,2020-02-03,19716,425,614
China,2020-02-04,23707,491,843
China,2020-02-05,27440,563,1115
China,2020-02-06,30587,633,1477
China,2020-02-07,34110,718,1999
China,2020-02-08,36814,805,2596
China,2020-02-09,39829,905,3219
China,2020-02-10,42354,1012,3918
China,2020-02-11,44386,1112,4636
China,2020-02-12,44759,1117,5082
China,2020-02-13,59895,1369,6217
China,2020-02-14,66358,1521,7977
China,2020-02-15,68413,1663,9298
China,2020-02-16,70513,1766,10755
China,2020-02-17,72434,1864,12462
China,2020-02-18,74211,2003,14206
China,2020-02-19,74619,2116,15962
China,2020-02-20,75077,2238,18014
China,2020-02-21,75550,2238,18704
China,2020-02-22,77001,2443,22699
China,2020-02-23,77022,2445,23187
China,2020-02-24,77241,2595,25015
China,2020-02-25,77754,2665,27676
China,2020-02-26,78166,2717,30084
China,2020-02-27,78600,2746,32930
China,2020-02-28,78928,2790,36329
China,2020-02-29,79356,2837,39320
China,2020-03-01,79932,2872,42162
China,2020-03-02,80136,2914,44854
China,2020-03-03,80261,2947,47450
China,2020-03-04,80386,2983,50001
China,2020-03-05,80537,3015,52292
China,2020-03-06,80690,3044,53944
China,2020-03-07,80770,3072,55539
China,2020-03-08,80823,3100,57388
China,2020-03-09,80860,3123,58804
China,2020-03-10,80887,3139,60181
China,2020-03-11,80921,3161,61644
China,2020-03-12,80932,3172,62901
China,2020-03-13,80945,3180,64196
China,2020-03-14,80977,3193,65660
China,2020-03-15,81003,3203,67017
China,2020-03-16,81033,3217,67910
China,2020-03-17,81058,3230,68798
China,2020-03-18,81102,3241,69755
China,2020-03-19,81156,3249,70535
China,2020-03-20,81250,3253,71266
China,2020-03-21,81305,3259,71857
China,2020-03-22,81435,3274,72362
China,2020-03-23,81498,3274,72814
China,2020-03-24,81591,3281,73280
China,2020-03-25,81661,3285,73773
China,2020-03-26,81782,3291,74181
China,2020-03-27,81897,3296,74720
China,2020-03-28,81999,3299,75100
Colombia,2020-01-22,0,0,0
Colombia,2020-01-23,0,0,0
Colombia,2020-01-24,0,0,0
Colombia,2020-01-25,0,0,0
Colombia,2020-01-26,0,0,0
Colombia,2020-01-27,0,0,0
Colombia,2020-01-28,0,0,0
Colombia,2020-01-29,0,0,0
Colombia,2020-01-30,0,0,0
Colombia,2020-01-31,0,0,0
Colombia,2020-02-01,0,0,0
Colombia,2020-02-02,0,0,0
Colombia,2020-02-03,0,0,0
Colombia,2020-02-04,0,0,0
Colombia,2020-02-05,0,0,0
Colombia,2020-02-06,0,0,0
Colombia,2020-02-07,0,0,0
Colombia,2020-02-08,0,0,0
Colombia,2020-02-09,0,0,0
Colombia,2020-02-10,0,0,0
Colombia,2020-02-11,0,0,0
Colombia,2020-02-12,0,0,0
Colombia,2020-02-13,0,0,0
Colombia,2020-02-14,0,0,0
Colombia,2020-02-15,0,0,0
Colombia,2020-02-16,0,0,0
Colombia,2020-02-17,0,0,0
Colombia,2020-02-18,0,0,0
Colombia,2020-02-19,0,0,0
Colombia,2020-02-20,0,0,0
Colombia,2020-02-21,0,0,0
Colombia,2020-02-22,0,0,0
Colombia,2020-02-23,0,0,0
Colombia,2020-02-24,0,0,0
Colombia,2020-02-25,0,0,0
Colombia,2020-02-26,0,0,0
Colombia,2020-02-27,0,0,0
Colombia,2020-02-28,0,0,0
Colombia,2020-02-29,0,0,0
Colombia,2020-03-01,0,0,0
Colombia,2020-03-02,0,0,0
Colombia,2020-03-03,0,0,0
Colombia,2020-03-04,0,0,0
Colombia,2020-03-05,0,0,0
Colombia,2020-03-06,1,0,0
Colombia,2020-03-07,1,0,0
Colombia,2020-03-08,1,0,0
Colombia,2020-03-09,1,0,0
Colombia,2020-03-10,3,0,0
Colombia,2020-03-11,9,0,0
Colombia,2020-03-12,9,0,0
Colombia,2020-03-13,13,0,0
Colombia,2020-03-14,22,0,0
Colombia,2020-03-15,34,0,0
Colombia,2020-03-16,54,0,0
Colombia,2020-03-17,65,0,1
Colombia,2020-03-18,93,0,1
Colombia,2020-03-19,102,0,1
Colombia,2020-03-20,128,0,1
Colombia,2020-03-21,196,0,1
Colombia,2020-03-22,231,2,3
Colombia,2020-03-23,277,3,3
Colombia,2020-03-24,378,3,6
Colombia,2020-03-25,470,4,8
Colombia,2020-03-26,491,6,8
Colombia,2020-03-27,539,6,10
Colombia,2020-03-28,608,6,10
Congo (Brazzaville),2020-01-22,0,0,0
Congo (Brazzaville),2020-01-23,0,0,0
Congo (Brazzaville),2020-01-24,0,0,0
Congo (Brazzaville),2020-01-25,0,0,0
Congo (Brazzaville),2020-01-26,0,0,0
Congo (Brazzaville),2020-01-27,0,0,0
Congo (Brazzaville),2020-01-28,0,0,0
Congo (Brazzaville),2020-01-29,0,0,0
Congo (Brazzaville),2020-01-30,0,0,0
Congo (Brazzaville),2020-01-31,0,0,0
Congo (Brazzaville),2020-02-01,0,0,0
Congo (Brazzaville),2020-02-02,0,0,0
Congo (Brazzaville),2020-02-03,0,0,0
Congo (Brazzaville),2020-02-04,0,0,0
Congo (Brazzaville),2020-02-05,0,0,0
Congo (Brazzaville),2020-02-06,0,0,0
Congo (Brazzaville),2020-02-07,0,0,0
Congo (Brazzaville),2020-02-08,0,0,0
Congo (Brazzaville),2020-02-09,0,0,0
Congo (Brazzaville),2020-02-10,0,0,0
Congo (Brazzaville),2020-02-11,0,0,0
Congo (Brazzaville),2020-02-12,0,0,0
Congo (Brazzaville),2020-02-13,0,0,0
Congo (Brazzaville),2020-02-14,0,0,0
Congo (Brazzaville),2020-02-15,0,0,0
Congo (Brazzaville),2020-02-16,0,0,0
Congo (Brazzaville),2020-02-17,0,0,0
Congo (Brazzaville),2020-02-18,0,0,0
Congo (Brazzaville),2020-02-19,0,0,0
Congo (Brazzaville),2020-02-20,0,0,0
Congo (Brazzaville),2020-02-21,0,0,0
Congo (Brazzaville),2020-02-22,0,0,0
Congo (Brazzaville),2020-02-23,0,0,0
Congo (Brazzaville),2020-02-24,0,0,0
Congo (Brazzaville),2020-02-25,0,0,0
Congo (Brazzaville),2020-02-26,0,0,0
Congo (Brazzaville),2020-02-27,0,0,0
Congo (Brazzaville),2020-02-28,0,0,0
Congo (Brazzaville),2020-02-29,0,0,0
Congo (Brazzaville),2020-03-01,0,0,0
Congo (Brazzaville),2020-03-02,0,0,0
Congo (Brazzaville),2020-03-03,0,0,0
Congo (Brazzaville),2020-03-04,0,0,0
Congo (Brazzaville),2020-03-05,0,0,0
Congo (Brazzaville),2020-03-06,0,0,0
Congo (Brazzaville),2020-03-07,0,0,0
Congo (Brazzaville),2020-03-08,0,0,0
Congo (Brazzaville),2020-03-09,0,0,0
Congo (Brazzaville),2020-03-10,0,0,0
Congo (Brazzaville),2020-03-11,0,0,0
Congo (Brazzaville),2020-03-12,0,0,0
Congo (Brazzaville),2020-03-13,0,0,0
Congo (Brazzaville),2020-03-14,0,0,0
Congo (Brazzaville),2020-03-15,1,0,0
Congo (Brazzaville),2020-03-16,1,0,0
Congo (Brazzaville),2020-03-17,1,0,0
Congo (Brazzaville),2020-03-18,1,0,0
Congo (Brazzaville),2020-03-19,3,0,0
Congo (Brazzaville),2020-03-20,3,0,0
Congo (Brazzaville),2020-03-21,3,0,0
Congo (Brazzaville),2020-03-22,3,0,0
Congo (Brazzaville),2020-03-23,4,0,0
Congo (Brazzaville),2020-03-24,4,0,0
Congo (Brazzaville),2020-03-25,4,0,0
Congo (Brazzaville),2020-03-26,4,0,0
Congo (Brazzaville),2020-03-27,4,0,0
Congo (Brazzaville),2020-03-28,4,0,0
Congo (Kinshasa),2020-01-22,0,0,0
Congo (Kinshasa),2020-01-23,0,0,0
Congo (Kinshasa),2020-01-24,0,0,0
Congo (Kinshasa),2020-01-25,0,0,0
Congo (Kinshasa),2020-01-26,0,0,0
Congo (Kinshasa),2020-01-27,0,0,0
Congo (Kinshasa),2020-01-28,0,0,0
Congo (Kinshasa),2020-01-29,0,0,0
Congo (Kinshasa),2020-01-30,0,0,0
Congo (Kinshasa),2020-01-31,0,0,0
Congo (Kinshasa),2020-02-01,0,0,0
Congo (Kinshasa),2020-02-02,0,0,0
Congo (Kinshasa),2020-02-03,0,0,0
Congo (Kinshasa),2020-02-04,0,0,0
Congo (Kinshasa),2020-02-05,0,0,0
Congo (Kinshasa),2020-02-06,0,0,0
Congo (Kinshasa),2020-02-07,0,0,0
Congo (Kinshasa),2020-02-08,0,0,0
Congo (Kinshasa),2020-02-09,0,0,0
Congo (Kinshasa),2020-02-10,0,0,0
Congo (Kinshasa),2020-02-11,0,0,0
Congo (Kinshasa),2020-02-12,0,0,0
Congo (Kinshasa),2020-02-13,0,0,0
Congo (Kinshasa),2020-02-14,0,0,0
Congo (Kinshasa),2020-02-15,0,0,0
Congo (Kinshasa),2020-02-16,0,0,0
Congo (Kinshasa),2020-02-17,0,0,0
Congo (Kinshasa),2020-02-18,0,0,0
Congo (Kinshasa),2020-02-19,0,0,0
Congo (Kinshasa),2020-02-20,0,0,0
Congo (Kinshasa),2020-02-21,0,0,0
Congo (Kinshasa),2020-02-22,0,0,0
Congo (Kinshasa),2020-02-23,0,0,0
Congo (Kinshasa),2020-02-24,0,0,0
Congo (Kinshasa),2020-02-25,0,0,0
Congo (Kinshasa),2020-02-26,0,0,0
Congo (Kinshasa),2020-02-27,0,0,0
Congo (Kinshasa),2020-02-28,0,0,0
Congo (Kinshasa),2020-02-29,0,0,0
Congo (Kinshasa),2020-03-01,0,0,0
Congo (Kinshasa),2020-03-02,0,0,0
Congo (Kinshasa),2020-03-03,0,0,0
Congo (Kinshasa),2020-03-04,0,0,0
Congo (Kinshasa),2020-03-05,0,0,0
Congo (Kinshasa),2020-03-06,0,0,0
Congo (Kinshasa),2020-03-07,0,0,0
Congo (Kinshasa),2020-03-08,0,0,0
Congo (Kinshasa),2020-03-09,0,0,0
Congo (Kinshasa),2020-03-10,0,0,0
Congo (Kinshasa),2020-03-11,1,0,0
Congo (Kinshasa),2020-03-12,1,0,0
Congo (Kinshasa),2020-03-13,2,0,0
Congo (Kinshasa),2020-03-14,2,0,0
Congo (Kinshasa),2020-03-15,2,0,0
Congo (Kinshasa),2020-03-16,2,0,0
Congo (Kinshasa),2020-03-17,3,0,0
Congo (Kinshasa),2020-03-18,4,0,0
Congo (Kinshasa),2020-03-19,14,0,0
Congo (Kinshasa),2020-03-20,18,0,0
Congo (Kinshasa),2020-03-21,23,1,0
Congo (Kinshasa),2020-03-22,30,1,0
Congo (Kinshasa),2020-03-23,36,1,0
Congo (Kinshasa),2020-03-24,45,2,0
Congo (Kinshasa),2020-03-25,48,2,0
Congo (Kinshasa),2020-03-26,51,3,0
Congo (Kinshasa),2020-03-27,51,3,2
Congo (Kinshasa),2020-03-28,65,6,2
Costa Rica,2020-01-22,0,0,0
Costa Rica,2020-01-23,0,0,0
Costa Rica,2020-01-24,0,0,0
Costa Rica,2020-01-25,0,0,0
Costa Rica,2020-01-26,0,0,0
Costa Rica,2020-01-27,0,0,0
Costa Rica,2020-01-28,0,0,0
Costa Rica,2020-01-29,0,0,0
Costa Rica,2020-01-30,0,0,0
Costa Rica,2020-01-31,0,0,0
Costa Rica,2020-02-01,0,0,0
Costa Rica,2020-02-02,0,0,0
Costa Rica,2020-02-03,0,0,0
Costa Rica,2020-02-04,0,0,0
Costa Rica,2020-02-05,0,0,0
Costa Rica,2020-02-06,0,0,0
Costa Rica,2020-02-07,0,0,0
Costa Rica,2020-02-08,0,0,0
Costa Rica,2020-02-09,0,0,0
Costa Rica,2020-02-10,0,0,0
Costa Rica,2020-02-11,0,0,0
Costa Rica,2020-02-12,0,0,0
Costa Rica,2020-02-13,0,0,0
Costa Rica,2020-02-14,0,0,0
Costa Rica,2020-02-15,0,0,0
Costa Rica,2020-02-16,0,0,0
Costa Rica,2020-02-17,0,0,0
Costa Rica,2020-02-18,0,0,0
Costa Rica,2020-02-19,0,0,0
Costa Rica,2020-02-20,0,0,0
Costa Rica,2020-02-21,0,0,0
Costa Rica,2020-02-22,0,0,0
Costa Rica,2020-02-23,0,0,0
Costa Rica,2020-02-24,0,0,0
Costa Rica,2020-02-25,0,0,0
Costa Rica,2020-02-26,0,0,0
Costa Rica,2020-02-27,0,0,0
Costa Rica,2020-02-28,0,0,0
Costa Rica,2020-02-29,0,0,0
Costa Rica,2020-03-01,0,0,0
Costa Rica,2020-03-02,0,0,0
Costa Rica,2020-03-03,0,0,0
Costa Rica,2020-03-04,0,0,0
Costa Rica,2020-03-05,0,0,0
Costa Rica,2020-03-06,1,0,0
Costa Rica,2020-03-07,1,0,0
Costa Rica,2020-03-08,5,0,0
Costa Rica,2020-03-09,9,0,0
Costa Rica,2020-03-10,9,0,0
Costa Rica,2020-03-11,13,0,0
Costa Rica,2020-03-12,22,0,0
Costa Rica,2020-03-13,23,0,0
Costa Rica,2020-03-14,26,0,0
Costa Rica,2020-03-15,27,0,0
Costa Rica,2020-03-16,35,0,0
Costa Rica,2020-03-17,41,0,0
Costa Rica,2020-03-18,50,0,0
Costa Rica,2020-03-19,69,1,0
Costa Rica,2020-03-20,89,1,0
Costa Rica,2020-03-21,117,2,2
Costa Rica,2020-03-22,134,2,2
Costa Rica,2020-03-23,158,2,2
Costa Rica,2020-03-24,177,2,2
Costa Rica,2020-03-25,201,2,2
Costa Rica,2020-03-26,231,2,2
Costa Rica,2020-03-27,263,2,3
Costa Rica,2020-03-28,295,2,3
Cote d'Ivoire,2020-01-22,0,0,0
Cote d'Ivoire,2020-01-23,0,0,0
Cote d'Ivoire,2020-01-24,0,0,0
Cote d'Ivoire,2020-01-25,0,0,0
Cote d'Ivoire,2020-01-26,0,0,0
Cote d'Ivoire,2020-01-27,0,0,0
Cote d'Ivoire,2020-01-28,0,0,0
